         11364780 function calls (10967982 primitive calls) in 156.532 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\multiprocessing\synchronize.py:210(Condition)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\spacy\util.py:1494(<dictcomp>)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\backend_bases.py:2084(device_pixel_ratio)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axis.py:1792(<listcomp>)
       15    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\core\numeric.py:1407(_moveaxis_dispatcher)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\indexing.py:2596(need_slice)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\blocks.py:258(__len__)
        6    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_interval}
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:3146(Listbox)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\_collections_abc.py:406(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\lib\format.py:289(descr_to_dtype)
        2    0.000    0.000    0.000    0.000 C:\Python38\lib\inspect.py:1546(_is_type)
        1    0.000    0.000    0.000    0.000 spacy\vectors.pyx:247(__get__)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\enum.py:899(_power_of_two)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\tqdm\utils.py:151(wrapper_setattr)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:1451(__iter__)
        9    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\category.py:140(__init__)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\linalg\linalg.py:107(get_linalg_error_extobj)
       27    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\thinc\layers\concatenate.py:48(<genexpr>)
       15    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:2162(inverted)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\seaborn\_base.py:43(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:2412(Place)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\linalg\linalg.py:180(_assert_stacked_2d)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\_api\deprecation.py:176(finalize)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axis.py:840(_set_autoscale_on)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\gridspec.py:101(set_width_ratios)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:4053(PhotoImage)
        5    0.000    0.000    0.000    0.000 C:\Python38\lib\weakref.py:395(__setitem__)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:283(y1)
       24    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\font.py:25(Font)
       10    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pydantic\v1\validators.py:511(constr_strip_whitespace)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:561(BooleanVar)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\simpledialog.py:115(Dialog)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\seaborn\categorical.py:182(_palette_without_hue_backcompat)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\backends\_backend_tk.py:962(ToolbarTk)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\backends\_backend_tk.py:1060(_BackendTk)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\catalogue\__init__.py:74(do_registration)
        9    0.000    0.000    0.000    0.000 C:\Python38\lib\xml\dom\minidom.py:642(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\xml\dom\expatbuilder.py:855(InternalSubsetExtractor)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\common.py:629(is_builtin_func)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\figure.py:2688(get_layout_engine)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axis.py:1411(get_label)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:515(IntVar)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\xml\dom\expatbuilder.py:711(Namespaces)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\_collections_abc.py:252(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\zipfile.py:1819(__del__)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\queue.py:205(_init)
        9    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\generic.py:10992(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\confection\__init__.py:378(_set_overrides)
        2    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\thinc\model.py:283(get_ref)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\_config\config.py:847(inner)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\codecs.py:94(__new__)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\simpledialog.py:32(SimpleDialog)
       11    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\packaging\version.py:276(release)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\spacy\util.py:1538(walk_dict)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\seaborn\utils.py:797(_check_argument)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\figure.py:94(bubble)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\projections\__init__.py:73(get_projection_class)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:2599(use_sticky_edges)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\seaborn\categorical.py:234(deprecate_err_param)
       10    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:491(StringVar)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\font.py:99(__str__)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\PIL\ImageTk.py:189(BitmapImage)
       16    0.000    0.000    0.000    0.000 C:\Python38\lib\enum.py:893(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\packaging\version.py:76(__lt__)
       10    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\packaging\version.py:265(epoch)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\generic.py:4161(_check_is_chained_assignment_possible)
        3    0.000    0.000    0.000    0.000 stringsource:108(__pyx_convert_set_from_py_int)
       17    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\pathlib.py:45(_ignore_error)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\managers.py:228(is_single_block)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\backend_bases.py:1752(is_saving)
       12    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\tqdm\utils.py:124(__eq__)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:652(<dictcomp>)
        3    0.000    0.000    0.000    0.000 {method 'intersection' of 'set' objects}
        7    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        5    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.display_is_valid}
        4    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pydantic\v1\validators.py:152(float_validator)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\spacy\util.py:1711(warn_if_jupyter_cupy)
        8    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\spacy\language.py:440(get_pipe_meta)
       19    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 spacy\matcher\matcher.pyx:966(genexpr)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:1911(YView)
       12    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\core\multiarray.py:891(bincount)
        9    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\core\numeric.py:2403(_array_equal_dispatcher)
        9    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\core\fromnumeric.py:874(_sort_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\spacy\util.py:223(__init__)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\cbook\__init__.py:836(<dictcomp>)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\seaborn\utils.py:930(_get_patch_legend_artist)
       18    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\indexes\base.py:4084(is_int)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\reshape\concat.py:701(_maybe_check_integrity)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\backends\backend_agg.py:289(option_image_nocomposite)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\enum.py:192(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\packaging\specifiers.py:34(_coerce_version)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\groupby\grouper.py:688(result_index)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:540(DoubleVar)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\PIL\ImageTk.py:78(PhotoImage)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\tqdm\std.py:226(__init__)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\seaborn\utils.py:850(_deprecate_ci)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\backend_bases.py:3639(Show)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\backends\_backend_tk.py:124(TimerTk)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:3406(Radiobutton)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:4357(PanedWindow)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\PIL\JpegImagePlugin.py:353(JpegImageFile)
       10    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pydantic\v1\types.py:433(validate)
        2    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\spacy\util.py:1194(add_lookups)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\dateutil\parser\_parser.py:1056(_could_be_tzname)
        4    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\dtypes\common.py:763(<lambda>)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\indexes\range.py:264(step)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\artist.py:1113(get_zorder)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axis.py:701(isDefault_majloc)
        1    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:2518(BaseWidget)
        2    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\tqdm\std.py:1158(__hash__)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\dtypes\cast.py:742(_ensure_dtype_type)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\indexes\range.py:249(start)
        2    0.000    0.000    0.000    0.000 spacy\matcher\matcher.pyx:128(genexpr)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\multiprocessing\synchronize.py:321(Event)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\backends\_backend_tk.py:898(ToolTip)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:2593(Toplevel)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\configparser.py:986(__len__)
        4    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pydantic\v1\validators.py:488(literal_validator)
        2    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\packaging\version.py:94(__ge__)
        1    0.000    0.000    0.000    0.000 e:\Studium\Master\IWV\Iwv-Wortschatz\IWV_studentProject\dataLoader.py:160(__len__)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\multiprocessing\util.py:159(Finalize)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        2    0.000    0.000    0.000    0.000 C:\Python38\lib\_weakrefset.py:16(__init__)
        1    0.000    0.000    0.000    0.000 spacy\vectors.pyx:102(create_mode_vectors)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\_api\__init__.py:44(__init__)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\construction.py:563(_ensure_2d)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\groupby\ops.py:832(<listcomp>)
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.StringIO' objects}
        3    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\simpledialog.py:369(_QueryString)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\core\numerictypes.py:228(obj2sctype)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\threading.py:1110(daemon)
        4    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\packaging\specifiers.py:740(prereleases)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axis.py:709(isDefault_majfmt)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\seaborn\_base.py:899(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:1868(CallWrapper)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:1890(XView)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tokenize.py:164(__init__)
       10    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pydantic\v1\validators.py:519(constr_upper)
